0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Z-Curve_X,Z-Curve_Y,Z-Curve_Z,gcContent,AT/GC,GC skew,AT skew,label
0.020864691,0.006466495,0.010858076,0.009273196,0.008290378,0.004484966,0.001316753,0.00532442,0.012715378,0.005925387,0.004934708,0.005916688,0.005795747,0.005577964,0.0081811,0.008862758,0.008953608,0.00465421,0.009070962,0.005155391,0.006515893,0.00405799,0.001572294,0.005087736,0.001975129,0.000748711,0.001077835,0.001270984,0.003803157,0.004829038,0.004635352,0.005856529,0.010715206,0.003365034,0.005366495,0.008108054,0.005486469,0.003743557,0.000697423,0.004336297,0.005058076,0.00247268,0.001506057,0.002784966,0.003652277,0.002541967,0.003354618,0.00574854,0.007037693,0.004648303,0.004163595,0.005824098,0.008113402,0.004656572,0.001570039,0.004392397,0.007742826,0.00478488,0.004304038,0.005375258,0.008525129,0.005684278,0.006196478,0.013074742,550,266,958,39.71661657,0.076756757,0.145299145,1.517837838,1
0.002996477,0.004079859,0.004394304,0.001471374,0.007593071,0.008328831,0.0025,0.003581474,0.005077863,0.0094,0.007420317,0.003594715,0.001018644,0.002195097,0.003694568,0.001730769,0.005439812,0.009369935,0.0107,0.004274662,0.012146213,0.019474457,0.006243277,0.012731063,0.0042,0.004400998,0.003120141,0.003168262,0.002310628,0.008605255,0.010833412,0.004944803,0.003906048,0.0063,0.008600822,0.001997064,0.0065,0.014226483,0.004246858,0.006540928,0.006830065,0.008753729,0.008448092,0.003374427,0.000798826,0.002759454,0.008392807,0.002449325,0.000792278,0.001732971,0.001497798,0.001153846,0.004159131,0.007426453,0.001737434,0.00447387,0.00499266,0.008073958,0.008392807,0.00510276,0.001153846,0.004120669,0.003673987,0.004585878,4,138,-878,62.8814554,-0.031264582,0.056126482,0.59029398,1
0.002392405,0.005700422,0.004736392,0.003863133,0.00814346,0.005818565,0.001257489,0.005811181,0.005262658,0.008083861,0.004998734,0.003587553,0.001626582,0.004565928,0.007175105,0.003523734,0.008754219,0.005818565,0.009700633,0.004981013,0.009559072,0.014629747,0.006986709,0.011011603,0.002155696,0.004412658,0.00326962,0.00183597,0.004358386,0.009741034,0.011566614,0.006767932,0.004034705,0.004491034,0.005604641,0.005201951,0.006826371,0.010296203,0.002179747,0.008629061,0.006664979,0.006539241,0.006121519,0.003885812,0.002511287,0.002937553,0.004818407,0.002383333,0.001829905,0.004565928,0.001793776,0.003109177,0.005188555,0.011011603,0.001285179,0.007402426,0.005022574,0.00807827,0.008859652,0.003483333,0.00269462,0.007402426,0.002566667,0.004647152,-82,80,-272,57.1654373,-0.074654378,-0.001230012,0.749308756,1
0.012607123,0.005797949,0.009400791,0.004296132,0.007294194,0.006490834,0.002337963,0.004861948,0.010287152,0.008059097,0.006262134,0.005218364,0.002895219,0.004989058,0.004778923,0.004347977,0.007699427,0.007127191,0.011442268,0.004639506,0.01091351,0.011654526,0.003687846,0.008462529,0.002502996,0.002786998,0.002574627,0.002192667,0.00260575,0.008267988,0.009079892,0.004825083,0.009105338,0.004785948,0.006818768,0.005135969,0.006573803,0.008192086,0.001907131,0.005341113,0.006169361,0.004362562,0.003436712,0.003427021,0.002169741,0.004554001,0.00497394,0.003143923,0.002739562,0.002923524,0.00205988,0.002856335,0.006927481,0.007781636,0.00224889,0.006638537,0.006976129,0.006325002,0.005116733,0.004210611,0.002888072,0.005472745,0.003873762,0.005045466,787,1163,-491,51.98223658,-0.029201615,0.163948209,0.923734079,1
0.006571532,0.003774719,0.006986889,0.004817005,0.005312568,0.007135096,0.00117193,0.005558312,0.007890366,0.007278305,0.006345237,0.00498879,0.003839641,0.004703187,0.00449607,0.006120608,0.006221297,0.007277798,0.009375444,0.006057135,0.011273452,0.014123144,0.00271456,0.011997012,0.001542014,0.001578233,0.001764143,0.001071659,0.003634281,0.010979084,0.006934263,0.00842376,0.006324339,0.004317639,0.007125389,0.00344904,0.005921333,0.007386128,0.001176096,0.004475752,0.006865339,0.00433017,0.005867657,0.003362206,0.0024636,0.003214976,0.004429573,0.003713944,0.003141525,0.003349239,0.00289473,0.004981891,0.00698352,0.010833665,0.00100862,0.008278522,0.0049272,0.005106139,0.00645757,0.004532271,0.004554871,0.007915429,0.005539442,0.010734154,-208,190,-142,51.28530051,-0.070243558,-0.003344482,0.949876456,1
0.007152523,0.005754587,0.008200573,0.004199828,0.008853211,0.005422018,0.001757683,0.004738245,0.009154128,0.008397821,0.006751835,0.005070298,0.00309461,0.004061353,0.007605447,0.004056193,0.007525229,0.004970183,0.010350803,0.006768922,0.00881078,0.007606651,0.00299828,0.00759719,0.002343578,0.00299828,0.002200459,0.001796388,0.003835722,0.005295011,0.009580734,0.006668005,0.00762844,0.005468349,0.008727982,0.004290252,0.006640138,0.006796101,0.003216055,0.007784346,0.00741055,0.005247248,0.003050229,0.003210608,0.003510206,0.00439117,0.007604071,0.001793807,0.00309461,0.004061353,0.001755103,0.004056193,0.005866399,0.006676319,0.001197592,0.005518349,0.007410436,0.00718555,0.006928154,0.007972477,0.002478784,0.005058486,0.004584174,0.005052179,140,30,-64,51.8327606,0.060773481,0.101070155,0.929281768,1
0.013576193,0.00732786,0.007167368,0.008900718,0.010100564,0.006266803,0.002097075,0.007066444,0.009897794,0.006640739,0.005157517,0.003489995,0.004153669,0.005451257,0.008201488,0.006855823,0.009308363,0.007075423,0.011359159,0.006258851,0.007884043,0.003506414,0.002325192,0.005768086,0.002446588,0.001609749,0.001211698,0.001964649,0.00383607,0.003708055,0.007322781,0.007406875,0.010068445,0.005067932,0.005010159,0.004711493,0.008388302,0.005186968,0.001060236,0.003750693,0.005304874,0.003938019,0.0027294,0.002721703,0.003140995,0.00446511,0.004687378,0.003566957,0.003560287,0.005653155,0.001744997,0.005242689,0.008277835,0.003914058,0.001786044,0.006172396,0.007154489,0.005715341,0.005594613,0.008025654,0.004839405,0.006172396,0.006420523,0.00780862,157,121,187,45.20758585,0.020408163,0.130028064,1.212018141,1
0.016071882,0.005077754,0.007813014,0.008965116,0.005168428,0.0053681,0.000560066,0.006193211,0.00585976,0.004640545,0.004520179,0.006231572,0.005433404,0.004991543,0.006071788,0.009508809,0.007344609,0.004257458,0.006000705,0.007487315,0.005830867,0.003682875,0.002702326,0.006413437,0.001120132,0.001637773,0.001386892,0.001553653,0.003974747,0.005847545,0.008258891,0.009608175,0.007813014,0.003280385,0.00391299,0.003754921,0.005840686,0.004340099,0.001248203,0.00613284,0.005329763,0.004576744,0.003976039,0.002769086,0.003115786,0.003761475,0.004568992,0.005634109,0.006791755,0.004252055,0.003595137,0.006093023,0.008319239,0.004998708,0.001226568,0.009231384,0.00615168,0.00613284,0.006784261,0.006777261,0.008308668,0.008854592,0.007348837,0.014958774,17,-129,645,42.42779995,0.04039845,-0.022838499,1.356945213,1
0.015300769,0.005537831,0.007384799,0.009217763,0.008768232,0.004172161,0.000814415,0.005779846,0.009032178,0.004362938,0.003973219,0.006505756,0.006913322,0.005376601,0.007202801,0.008792997,0.007713407,0.005719898,0.00721339,0.007392827,0.006661998,0.005080786,0.001309855,0.006857387,0.001105278,0.000893083,0.001159624,0.000951255,0.004032451,0.006240222,0.007253322,0.008903501,0.007100769,0.00372304,0.004709001,0.005227839,0.004711973,0.003691409,0.001008369,0.004518463,0.004610897,0.002470504,0.00272567,0.003221315,0.004356533,0.004102289,0.004076977,0.005461862,0.00737421,0.004166866,0.004472707,0.006712212,0.008333732,0.006651665,0.001010709,0.009656874,0.005982972,0.005945346,0.005184304,0.00736164,0.007450555,0.009519898,0.00611491,0.012175747,59,67,1033,41.18149223,-0.001658375,0.018287373,1.42827529,1
0.008897166,0.005821755,0.00790457,0.005285649,0.007497715,0.007202925,0.001634506,0.005215494,0.008056581,0.008406033,0.005841133,0.006139831,0.002907107,0.004855804,0.005751234,0.004490402,0.008203382,0.006122486,0.011052377,0.00584495,0.010264168,0.008451554,0.004301737,0.008624543,0.002335009,0.003505119,0.002765814,0.001988688,0.002967436,0.007064785,0.008034301,0.007055987,0.008056581,0.005526188,0.007153748,0.004119127,0.007082861,0.007169561,0.002563437,0.005250137,0.007481901,0.003980073,0.003094333,0.003299886,0.002875617,0.004534209,0.005454913,0.003256764,0.002730919,0.00350697,0.002098423,0.003053473,0.00701394,0.008441042,0.002147783,0.006414534,0.006839305,0.005886517,0.006195704,0.005004296,0.002514625,0.00723926,0.00484543,0.005033707,200,264,-158,51.80447693,-0.014109347,0.109952607,0.930335097,1
0.002888372,0.004616611,0.005414419,0.001408804,0.007181395,0.009031894,0.003055216,0.004183389,0.006961395,0.009844585,0.006583654,0.003389701,0.001280731,0.003399003,0.004745581,0.002350166,0.004616611,0.008508306,0.011428771,0.004052658,0.010995349,0.015893023,0.004285116,0.011604817,0.002828904,0.004285116,0.005688239,0.001503422,0.003921927,0.007736545,0.01341515,0.004263123,0.00530392,0.006902525,0.008205714,0.004180631,0.007015681,0.010886512,0.005099801,0.008095349,0.00830113,0.007845847,0.007069236,0.003818372,0.00169485,0.0026599,0.005580698,0.001616744,0.001408804,0.00287608,0.00146887,0.002219601,0.004052658,0.006002492,0.001966013,0.006261462,0.006440432,0.00855794,0.007734651,0.003118007,0.001175083,0.004396346,0.002540598,0.002128904,112,144,-672,61.15537849,-0.008686211,0.109401709,0.635179153,1
0.018307692,0.008064577,0.010897151,0.011165954,0.007881292,0.004677113,0.001779012,0.006352802,0.01121301,0.005175309,0.005045774,0.00500622,0.00585755,0.00448433,0.007590076,0.009703704,0.009347578,0.003928775,0.006954321,0.003550095,0.004490028,0.003817664,0.001489744,0.005528727,0.001940741,0.001489744,0.000981197,0.000826448,0.004671178,0.003812915,0.007107455,0.006854701,0.014055745,0.003234568,0.00600038,0.006459639,0.004528395,0.003476068,0.000981197,0.003636372,0.006818613,0.002242735,0.001722222,0.00279867,0.003391311,0.002809924,0.003218471,0.004621462,0.006406695,0.005231719,0.002422365,0.006531339,0.007287037,0.003050332,0.000991738,0.007425926,0.009689459,0.003305793,0.005877208,0.005446724,0.006531339,0.007425926,0.006932194,0.013882479,248,72,440,39.56356736,0.105515588,0.125588697,1.527577938,1
0.013416477,0.005970368,0.007527092,0.008410453,0.007541517,0.005324324,0.002107261,0.00615044,0.007418789,0.005545425,0.004442201,0.004651319,0.005837105,0.005189433,0.006367877,0.009213937,0.007604363,0.005324324,0.007375415,0.006662976,0.007056333,0.003599805,0.002554054,0.005752524,0.002162716,0.002440541,0.002739564,0.001643585,0.004676897,0.005294937,0.006687691,0.008095734,0.008014458,0.004269977,0.004582481,0.005094302,0.005711788,0.004881081,0.002595376,0.005440834,0.005704722,0.004565939,0.003267568,0.00345464,0.002934761,0.002663741,0.004702149,0.004527515,0.006276457,0.0052535,0.002547151,0.006590524,0.006919245,0.004837349,0.001756936,0.007573429,0.00642325,0.00572421,0.006573413,0.005263237,0.007166395,0.007834582,0.006564897,0.013563009,212,10,730,44.05924479,0.037310676,0.032295607,1.269671223,1
0.020889028,0.006499597,0.012094545,0.01039279,0.007329333,0.003034841,0.000884675,0.006202956,0.01245202,0.00524704,0.004630184,0.006427326,0.007147201,0.005674295,0.007615316,0.010278191,0.00788249,0.003281863,0.007412969,0.005815271,0.005293327,0.002484371,0.000437116,0.003775862,0.001250748,0.000437116,0.000634554,0.000717089,0.004264532,0.00366798,0.005705535,0.007901478,0.012273283,0.003172629,0.005350434,0.007371626,0.004209834,0.00206069,0.001004711,0.00436489,0.004964586,0.002035862,0.001472674,0.002586708,0.003777197,0.002244801,0.004064828,0.005790739,0.008804523,0.0041588,0.003777197,0.007110255,0.008070891,0.004207389,0.000654734,0.007326825,0.009564837,0.003710157,0.004328777,0.006351133,0.008729422,0.008476131,0.006662463,0.013451635,1287,237,2937,36.84964628,0.127582017,0.108054453,1.713730255,1
0.012327974,0.006826367,0.008555627,0.008145613,0.008333486,0.004705558,0.001408085,0.007410887,0.009319522,0.004224254,0.004287552,0.006483303,0.006817524,0.004789963,0.008123656,0.00938723,0.006649058,0.005248507,0.008057373,0.00650712,0.006424897,0.00332384,0.000800643,0.005163987,0.001408085,0.000480386,0.000677997,0.001359141,0.004699587,0.004057418,0.006715756,0.008381029,0.009472301,0.003441984,0.003891778,0.006483303,0.004380707,0.002722186,0.000881396,0.004876918,0.005342949,0.002169591,0.002499081,0.002707395,0.004686725,0.002718282,0.004670257,0.006306936,0.00726022,0.006055237,0.003905604,0.008213826,0.00786277,0.004702917,0.000799495,0.006631144,0.006951975,0.005756362,0.005279421,0.008143133,0.009206706,0.008196831,0.006706109,0.016557189,136,-86,922,39.41689624,0.064647641,0.009473285,1.53698311,1
0.015844311,0.006356287,0.009958084,0.008079341,0.010401198,0.004128743,0.003059281,0.004123503,0.009958084,0.003059281,0.007738922,0.006109581,0.00692515,0.005301647,0.005091317,0.004706587,0.008667665,0.006488024,0.007648204,0.005301647,0.008847305,0.004212575,0.001043713,0.004207335,0.002039521,0.001043713,0.001767665,0.002605539,0.002945359,0.004207335,0.008337725,0.004202096,0.00946018,0.003569162,0.007308982,0.005600449,0.004079042,0.00417485,0.001767665,0.005211078,0.007308982,0.004861078,0.006153593,0.004411677,0.004073054,0.004168862,0.006617515,0.005723952,0.006348054,0.005301647,0.002036527,0.002941617,0.005301647,0.005409431,0.001563323,0.006603293,0.006618713,0.005732186,0.006617515,0.007805389,0.002941617,0.004802395,0.006764671,0.005395958,106,6,46,46.56716418,0.16025641,0.156424581,1.147435897,1
0.017078313,0.007208434,0.010018072,0.008824699,0.006975904,0.00379759,0.001025904,0.006163253,0.011821325,0.006565783,0.006920482,0.003687831,0.007199096,0.004740964,0.006965904,0.008759639,0.007673494,0.002848193,0.007591687,0.00521506,0.006408434,0.00363253,0.00084,0.005562952,0.001025904,0.00063,0.001066988,0.001258193,0.004266867,0.005321084,0.006710361,0.007971687,0.013023494,0.003693253,0.007439518,0.005941506,0.004719157,0.00252,0.000711325,0.004613373,0.00761253,0.002489639,0.004078554,0.003728133,0.003482952,0.003984277,0.003373072,0.003140964,0.005109036,0.003555723,0.003892711,0.007812651,0.005689157,0.006288554,0.001467892,0.008213253,0.009629337,0.002516386,0.005858494,0.00523494,0.005445181,0.007246988,0.006700723,0.010856928,212,22,280,41.57641396,0.13748191,0.120494336,1.405209841,1
0.002965058,0.003853577,0.006087521,0.002474091,0.006422629,0.007773235,0.001862087,0.004396126,0.006403756,0.010281959,0.007918992,0.002506085,0.001282862,0.004209056,0.004203756,0.003269551,0.006055622,0.008616116,0.012629807,0.00570561,0.01582743,0.015097694,0.003231614,0.012883884,0.002428809,0.002651581,0.003648776,0.001737604,0.002618968,0.008875565,0.011914999,0.006386261,0.005771286,0.004938579,0.007168053,0.003476183,0.005991063,0.011517804,0.003648776,0.006950416,0.007714191,0.007087045,0.00591999,0.003082196,0.000970097,0.004302638,0.003082196,0.003470216,0.000733064,0.002618968,0.001293463,0.001401236,0.005799144,0.011547778,0.001737604,0.006290944,0.004688804,0.007364131,0.006304493,0.004461707,0.001214405,0.007625386,0.004213834,0.004474329,-115,287,-761,59.04015206,-0.080885312,0.049883991,0.693762575,1
0.002582555,0.00272512,0.004393259,0.001404691,0.005274425,0.008434525,0.002171897,0.00367422,0.005756684,0.01000624,0.008175814,0.002633432,0.000790139,0.004391141,0.003407971,0.00143202,0.004043726,0.008613983,0.013496789,0.005556138,0.013010704,0.015014348,0.005716056,0.013898429,0.002559736,0.0046046,0.003697563,0.00150624,0.001971533,0.008503644,0.015696607,0.00520542,0.003711546,0.005274607,0.007914188,0.00278834,0.009618401,0.012940515,0.003495878,0.00848251,0.007063903,0.009680893,0.007379003,0.004228217,0.001239262,0.003805238,0.005234935,0.001820724,0.000965725,0.002509223,0.000851993,0.000358005,0.004391141,0.010240947,0.001030585,0.006392621,0.004414871,0.009116716,0.009060465,0.003799772,0.000626509,0.004931451,0.002770667,0.002006604,-41,183,-1167,63.28249488,-0.04028777,0.044017359,0.580215827,1
0.017766747,0.006782341,0.007378124,0.011261037,0.006697562,0.003028772,0.000897694,0.007605535,0.00693982,0.003964814,0.003090885,0.006648122,0.007958928,0.004839886,0.007021612,0.01260224,0.007206238,0.003634527,0.006433472,0.008642653,0.006576763,0.004591259,0.000612519,0.004761915,0.001047309,0.000229695,0.001167055,0.000688096,0.005099165,0.004232814,0.00481667,0.008455085,0.008108632,0.002917505,0.002712409,0.003958994,0.004712893,0.002679772,0.000778036,0.002981748,0.003406282,0.0021396,0.001699451,0.003236328,0.004631276,0.003287569,0.00394832,0.006718383,0.009990995,0.004667033,0.004183088,0.008976938,0.008210521,0.005996486,0.000917461,0.007486273,0.006199934,0.004587305,0.004466132,0.008092598,0.010099056,0.009952339,0.007634527,0.023222491,-81,-89,1291,35.8287596,0.00245098,-0.029079713,1.791053922,1
0.002146372,0.004748896,0.002832871,0.001702524,0.005479495,0.01131041,0.004727571,0.007696215,0.004826372,0.007306246,0.005435962,0.00257489,0.001216088,0.00248265,0.003862334,0.001611672,0.006453628,0.011683281,0.011174259,0.003723975,0.012304732,0.017246688,0.005388454,0.014185489,0.003330789,0.004068833,0.005959874,0.002635457,0.003227445,0.008739274,0.015593123,0.004553943,0.002203344,0.008165804,0.00579836,0.003004038,0.009777476,0.010556972,0.004097413,0.007796562,0.006160757,0.010336656,0.005034322,0.002788959,0.000751009,0.003513943,0.00632164,0.001973754,0.000729653,0.00397224,0.000321861,0.000867823,0.005710095,0.009245899,0.002086404,0.003541956,0.004720631,0.009443722,0.00790205,0.005153691,0.000619874,0.005818927,0.001754448,0.001642429,-156,276,-824,62.98865069,-0.108108108,0.051107325,0.587587588,1
0.010892462,0.005400292,0.006458927,0.006761746,0.006045103,0.005347672,0.000782335,0.005669555,0.007292337,0.005547463,0.005277427,0.004971184,0.004588327,0.005012215,0.006320505,0.007960117,0.007092921,0.004771769,0.007183253,0.005340885,0.008062644,0.006883274,0.003130048,0.006204009,0.001422426,0.001674212,0.001725955,0.002180622,0.004601378,0.005868657,0.007341428,0.00895949,0.005625517,0.003840551,0.005697223,0.005397285,0.005476342,0.005168219,0.00147939,0.00617843,0.005937106,0.00437653,0.003938275,0.003630674,0.003834913,0.002544059,0.004738338,0.006169555,0.005956776,0.003368866,0.00369288,0.006565045,0.005094383,0.006623199,0.00167181,0.008875757,0.005823387,0.00617843,0.006953665,0.006677636,0.006565045,0.00870829,0.007621215,0.016642201,-53,-207,461,45.18889585,0.03556582,-0.04950495,1.212933025,1
