Z-Curve_X,Z-Curve_Y,Z-Curve_Y,gcContent,AT/GC,GC skew,AT skew,label
64,-146,-264,53.27218642,0.048859935,-0.021750663,0.877152164,1
298,666,-440,53.15729047,-0.049676026,0.147671569,0.881209503,1
70,138,-1114,57.78150321,-0.008220503,0.034414295,0.73065764,1
265,-167,1205,38.71934095,0.104448743,0.014970975,1.582688588,1
16,-122,2178,37.83512064,0.020372011,-0.00952381,1.643046944,1
-24,-140,970,38.99228325,0.033760186,-0.030505952,1.564610012,1
-287,25,571,43.77045603,-0.0777667,-0.050834303,1.284646062,1
45,27,231,45.35958216,0.007971656,0.026470588,1.204605846,1
-206,-148,-264,54.49897751,-0.018136335,-0.13258427,0.834896811,1
-155,-251,661,46.47240901,0.011024345,-0.040478564,1.151814424,1
-94,-82,-1252,67.33111849,-0.002467105,-0.074576271,0.485197368,1
-30,-36,-688,63.81526104,0.00188798,-0.036625971,0.567023285,1
297,-183,-589,54.11370303,0.061951471,0.017351598,0.847960764,1
-26,194,-1374,60.04679731,-0.026790063,0.030746706,0.665367755,1
-266,-68,-1484,64.10110224,-0.029350726,-0.088406564,0.560035577,1
-100,92,-372,53.541508,-0.034139403,-0.001639344,0.867709815,1
168,-30,-316,62.24806202,0.123287671,0.141683778,0.606475716,1
741,373,549,42.36864053,0.120734908,0.268692716,1.36023622,1
55,143,-861,58.15495359,-0.014332248,0.044816659,0.719543974,1
-254,-270,402,48.24331411,0.001449275,-0.04424181,1.072826087,1
-53,-219,-1489,66.0141966,0.02704464,-0.086075949,0.514825676,1
-5,37,-547,63.36101612,-0.01619121,0.021333333,0.578257517,1
-12,-128,-1414,60.82695253,0.014602216,-0.027365129,0.644008056,1
48,-16,-12,50.46875,0.049535604,0.025236593,0.981424149,1
95,47,-221,56.02179837,0.023346304,0.087980173,0.785019455,1
54,106,74,47.09576138,-0.043333333,0.118694362,1.123333333,1
114,62,-234,55.08253692,0.020504732,0.085106383,0.815457413,1
18,-26,-160,55.36193029,0.026634383,-0.006006006,0.8062954,1
79,199,-947,64.73700591,-0.028846154,0.122683142,0.544711538,1
-99,45,-101,51.36671177,-0.037934668,-0.015025042,0.946786091,1
23,1,-177,61.69088507,0.023554604,0.04137931,0.620985011,1
-5,23,-575,63.18202659,-0.010159652,0.01120797,0.582728592,1
306,142,-1132,57.40450026,0.018687329,0.068796069,0.742023701,1
552,136,706,39.23123856,0.161741835,0.172690763,1.548989114,1
80,-24,1206,34.88721805,0.037356322,0.010777521,1.86637931,1
413,45,1223,38.97602308,0.085106383,0.067651403,1.565679926,1
55,-125,749,39.54202737,0.063559322,-0.016166282,1.528954802,1
62,-6,498,44.33833561,0.017435897,0.011437908,1.255384615,1
312,84,502,42.13166144,0.084821429,0.107258938,1.373511905,1
317,165,-165,54.07005427,0.069343066,0.258861439,0.849452555,1
208,-22,-742,65.15522876,0.072100313,0.109026964,0.534796238,1
-235,-397,-1065,57.25378014,0.019271949,-0.100701083,0.746609565,1
161,-99,-653,56.73057102,0.047238372,0.014768938,0.762718023,1
43,-7,-977,64.39728854,0.011441648,0.014900662,0.552860412,1
21,63,-75,55.83203733,-0.058495822,0.147887324,0.791086351,1
-22,-58,342,42.4,0.018867925,-0.030864198,1.358490566,1
130,46,-128,55.47945205,0.064814815,0.169230769,0.802469136,1
-111,-193,175,48.52420307,0.014250956,-0.049803408,1.060827251,1
-184,68,-1504,60.85450346,-0.029886148,-0.021386431,0.643263757,1
-26,84,-592,61.15297664,-0.033887862,0.028128031,0.635243376,1
22,-292,448,45.08124726,0.076473453,-0.053978409,1.218217243,1
189,45,-253,53.04745844,0.032697548,0.060030785,0.88510445,1
-122,-34,-1702,61.8556701,-0.00990991,-0.028487947,0.616666667,1
287,167,1547,40.13770241,0.01905972,0.048349308,1.491423126,1
-146,-426,2604,33.95761459,0.050798258,-0.053358209,1.944847605,1
45,-5,243,42.94015107,0.033829499,0.020366599,1.328822733,1
-146,614,-2226,65.59260297,-0.081161897,0.095276873,0.524562153,1
108,-48,-44,50.89141005,0.062101911,0.024752475,0.964968153,1
141,-211,555,42.83870968,0.106024096,-0.015801354,1.334337349,1
96,34,364,41.82389937,0.03329753,0.05019305,1.390977444,1
238,62,-2,50.02421308,0.042594385,0.072674419,0.999031946,1
537,-25,-1287,64.09021239,0.096002733,0.156097561,0.560300649,1
382,102,758,38.60493085,0.109034268,0.118511263,1.590342679,1
48,66,360,42.74778405,-0.008482564,0.040112597,1.339302545,1
-123,45,-225,62.85714286,-0.152727273,-0.12,0.590909091,1
248,382,104,48.9134977,-0.028620248,0.128834356,1.044425459,1
40,-64,700,40.11299435,0.036619718,-0.005660377,1.492957746,1
-6,-198,230,47.54797441,0.043049327,-0.041463415,1.103139013,1
-57,-293,1197,43.0672999,0.031737493,-0.03560529,1.321947283,1
230,-684,782,47.18947671,0.069611577,-0.030896965,1.119116527,1
27,69,-375,59.70999482,-0.018213356,0.061696658,0.674761492,1
125,3,-1233,62.9489603,0.020353687,0.036281179,0.588588589,1
125,115,-1259,64.27114033,0.001763668,0.076142132,0.555908289,1
-136,-100,730,44.89224741,-0.005610973,-0.029964449,1.22755611,1
27,105,-619,63.9477242,-0.027484144,0.0825,0.563777308,1
93,-47,557,44.05549626,0.033914729,0.008775277,1.269864341,1
195,167,1159,40.13617021,0.005937235,0.051464316,1.491518236,1
5,89,-875,62.62626263,-0.019354839,0.036293436,0.596774194,1
174,6,590,35.29411765,0.118644068,0.069337442,1.833333333,1
42,148,-828,63.84615385,-0.027763227,0.087881591,0.56626506,1
-64,-516,3036,33.4279476,0.073807969,-0.047556576,1.991508818,1
0,-228,1322,36.16575973,0.065972222,-0.037377049,1.765046296,1
48,-160,-568,58.776267,0.054679285,-0.04197901,0.701366982,1
-170,6,-764,63.66237482,-0.049438202,-0.080708661,0.570786517,1
351,191,1973,36.44358939,0.030165913,0.058594595,1.743966817,1
153,-17,-331,58.18091943,0.072217502,0.080378251,0.718776551,1
116,162,376,41.62956367,-0.02459893,0.106025934,1.402139037,1
84,-218,-848,66.52377241,0.088459285,-0.077997672,0.503222027,1
98,314,2262,39.1521197,-0.026457619,0.032471627,1.554140127,1
4,38,1034,42.17141127,-0.006104129,0.005498822,1.371274686,1
-40,-24,-730,63.21506155,-0.004581901,-0.031496063,0.581901489,1
80,42,1164,42.55944771,0.00570742,0.013576675,1.349654551,1
-181,9,-425,58.1448831,-0.062623599,-0.078754579,0.719841793,1
-141,35,-857,63.42839235,-0.043478261,-0.045415596,0.576581028,1
47,185,-625,55.19707301,-0.020789394,0.043058649,0.811690268,1
-90,202,-734,59.18878317,-0.061759729,0.034355828,0.689509306,1
104,-182,1196,40.6122449,0.055276382,-0.010309278,1.462311558,1
-212,-86,88,47.99453054,-0.05982906,-0.130587204,1.08357075,1
222,214,660,42.47262774,0.002148228,0.086439334,1.354457573,1
-155,13,-55,52.32853514,-0.13592233,-0.126110124,0.911003236,1
-105,59,-637,61.10917335,-0.046803653,-0.020627803,0.636415525,1
-113,-339,857,43.41478408,0.04,-0.061379685,1.303362832,1
763,91,2181,39.24662262,0.084422111,0.069306931,1.54798995,1
15,-193,15,49.75124378,0.069333333,-0.058745875,1.01,1
-301,315,-2531,62.64867566,-0.049138481,0.00187316,0.596202936,1
47,-27,-331,72.89073306,0.070208729,0.051020408,0.371916509,1
70,140,166,46.1996337,-0.03468781,0.089361702,1.164519326,1
-183,-453,2905,35.61738786,0.037531276,-0.048908028,1.807617459,1
439,113,-1143,61.5431226,0.053495241,0.144957983,0.624876928,1
12,-16,472,40.31198686,0.014256619,-0.001375516,1.480651731,1
489,193,439,43.57247438,0.099462366,0.176959004,1.295026882,1
148,178,222,47.8929385,-0.005945303,0.059380692,1.087990488,1
-468,-706,3356,34.86925158,0.030773209,-0.081268171,1.867856219,1
-49,177,-91,52.75590551,-0.129735936,0.082051282,0.895522388,1
143,25,523,38.92418467,0.064200218,0.058252427,1.569096844,1
-298,-94,-530,54.34853955,-0.030797101,-0.070452912,0.839975845,1
30,104,-1110,63.64306785,-0.014291232,0.045300879,0.571263036,1
89,-29,-867,60.03704561,0.022753567,0.017381228,0.665638257,1
2,-158,-128,54.12371134,0.095238095,-0.109550562,0.847619048,1
99,-53,125,41.03299857,0.265734266,0.055961071,1.437062937,1
-261,245,-1845,64.99268649,-0.063265816,-0.00371402,0.538634659,1
297,223,397,45.72842694,0.017411765,0.103092784,1.186823529,1
131,165,-79,51.65479682,-0.01378751,0.128249567,0.935928629,1
381,-9,-569,60.83809524,0.122103945,0.180933852,0.643706951,1
-49,9,-21,51.83246073,-0.097643098,-0.072463768,0.929292929,1
-21,-111,-239,54.49417074,0.031055901,-0.054545455,0.835058661,1
355,-75,437,44.95963091,0.110312981,0.058675608,1.224217547,1
240,38,582,42.9505814,0.056965595,0.059023355,1.328257191,1
129,-13,-151,62.86201022,0.192411924,0.266055046,0.590785908,1
155,-57,371,44.25874342,0.074125874,0.027207107,1.259440559,1
-22,-2,-334,69.02050114,-0.01650165,-0.044117647,0.448844884,1
107,-81,155,44.71710975,0.143292683,0.016029593,1.236280488,1
170,-32,1024,38.37948252,0.059727972,0.025414365,1.605558841,1
-40,-112,256,35.52036199,0.114649682,-0.133333333,1.815286624,1
-124,80,-92,51.8081761,-0.077389985,-0.017944535,0.930197269,0
-27,-45,57,47.81943382,0.0144,-0.052785924,1.0912,0
16,74,-110,55.90128755,-0.055662188,0.109489051,0.788867562,0
-17,-67,-183,57.97733217,0.037593985,-0.087136929,0.72481203,0
-337,-221,1257,35.89858649,-0.03625,-0.097654883,1.785625,0
119,-111,719,43.82408521,0.045080361,0.001223242,1.281850255,0
352,-82,1082,38.74792013,0.116478798,0.045840407,1.580783682,0
-26,18,-402,61.83745583,-0.020952381,-0.00617284,0.617142857,0
217,-33,1115,39.79871912,0.057471264,0.027963526,1.512643678,0
74,26,-146,54.13363533,0.025104603,0.061728395,0.847280335,0
138,-70,142,46.07734807,0.12470024,0.034836066,1.170263789,0
-41,-139,477,41.75025943,0.04059652,-0.053444181,1.395194698,0
-21,-3,-171,59.14438503,-0.016274864,-0.031413613,0.690777577,0
23,247,933,39.75400835,-0.061878453,0.049216187,1.515469613,0
-178,-234,1004,41.80809399,0.010928962,-0.057767807,1.391881343,0
40,6,90,42.29452055,0.068825911,0.068249258,1.36437247,0
65,-1,363,40.07654456,0.045020464,0.02919708,1.495225102,0
14,-128,362,41.16210938,0.084223013,-0.047302905,1.429418743,0
-53,-61,-41,52.40893067,0.00896861,-0.140740741,0.908071749,0
66,90,-50,53.18066158,-0.028708134,0.211956522,0.880382775,0
24,76,1008,40.77598829,-0.011669659,0.015451174,1.452423698,0
22,-4,-10,50.60096154,0.03087886,0.02189781,0.976247031,0
-23,-83,553,42.83121597,0.018159806,-0.024036281,1.334745763,0
77,221,221,46.13771409,-0.054545455,0.096690461,1.167424242,0
-28,-110,286,40.15151515,0.070325901,-0.079401611,1.490566038,0
-151,-279,1195,37.54948948,0.035516093,-0.071738405,1.663152053,0
12,14,152,45.04563233,-0.001447178,0.015421115,1.219971056,0
58,-14,492,42.37918216,0.026315789,0.011827957,1.359649123,0
-43,9,-505,61.21723678,-0.018867925,-0.019473081,0.633526851,0
-47,199,-795,56.31052548,-0.034677192,0.027616279,0.77586693,0
-1,-199,597,40.16474465,0.08121411,-0.055066079,1.489745693,0
-119,-255,787,36.77310924,0.062157221,-0.099415205,1.719378428,0
219,-51,425,40.83656749,0.142555438,0.06122449,1.448785639,0
-1,-23,3,49.78723404,0.031339031,-0.033898305,1.008547009,0
41,23,-213,62.19931271,0.016574586,0.096969697,0.607734807,0
-66,68,-454,61.55804481,-0.055417701,0.001324503,0.624483044,0
-195,213,-149,54.01617251,-0.203592814,0.010550996,0.851297405,0
-125,-103,-479,57.58151314,-0.006047279,-0.085074627,0.736668499,0
-23,-177,-185,56.06557377,0.09005848,-0.149253731,0.783625731,0
26,-190,-392,52.44023904,0.025641026,-0.021465969,0.906932574,0
121,-125,769,42.53543001,0.056138749,-0.000675676,1.350981287,0
-36,-12,-320,61.62790698,-0.014150943,-0.045454545,0.622641509,0
10,-82,-404,62.13942308,0.044487427,-0.057142857,0.609284333,0
42,-26,-96,51.60427807,0.022020725,0.005524862,0.937823834,0
74,10,-40,53.3557047,0.100628931,0.151079137,0.874213836,0
39,-9,-363,62.1242485,0.025806452,0.026455026,0.609677419,0
51,-69,-39,51.72109444,0.102389078,-0.016453382,0.933447099,0
7,-79,51,47.57834758,0.085828343,-0.065217391,1.101796407,0
68,116,-334,56.10826628,-0.015645372,0.076666667,0.782268579,0
71,-49,271,41.52595372,0.090361446,0.011764706,1.40813253,0
96,-16,1034,41.54952599,0.022029898,0.011185682,1.406766326,0
-15,-203,807,39.50039032,0.061923584,-0.04688172,1.531620553,0
-36,40,-690,64.73099915,-0.025065963,0.002421308,0.544854881,0
125,-29,-113,58.29662261,0.19395466,0.169014085,0.715365239,0
-3,-227,747,40.77094144,0.067878788,-0.047976637,1.452727273,0
80,-18,194,46.10754414,0.042645779,0.023082651,1.168842472,0
-32,-4,-352,64.1025641,-0.0175,-0.040178571,0.56,0
-342,190,-672,62.06896552,-0.153935185,-0.071969697,0.611111111,0
91,11,363,38.23720026,0.06779661,0.053515215,1.615254237,0
-151,-327,841,36.74755752,0.075471698,-0.119083209,1.721269297,0
-226,20,-140,54.51612903,-0.14556213,-0.146099291,0.834319527,0
-10,50,-142,61.19873817,-0.077319588,0.081300813,0.634020619,0
2,88,-202,57.51488095,-0.055627426,0.078809107,0.738680466,0
16,-180,82,47.99608993,0.099796334,-0.077067669,1.083503055,0
-132,178,-800,65.81027668,-0.093093093,0.026589595,0.51951952,0
90,68,-128,59.66767372,0.027848101,0.29588015,0.675949367,0
-29,127,-891,57.32128184,-0.022362385,0.018867925,0.744552752,0
-111,83,-1393,60.18126005,-0.023560845,-0.005139501,0.66164683,0
-66,-116,420,41.80327869,0.02334267,-0.061032864,1.392156863,0
-85,21,-219,58.48179706,-0.070198675,-0.059701493,0.709933775,0
-222,-120,-582,59.04850746,-0.02685624,-0.129840547,0.693522907,0
-15,129,279,39.42380591,-0.138461538,0.071339174,1.536538462,0
-79,131,-255,62.56157635,-0.165354331,0.068421053,0.598425197,0
124,-96,28,49.50911641,0.077903683,0.009722222,1.019830028,0
-179,11,1061,41.30755366,-0.037683459,-0.023450586,1.420864736,0
-18,-108,46,47.86245353,0.087378641,-0.112299465,1.089320388,0
-37,93,-157,56.10894942,-0.090152566,0.04964539,0.782246879,0
-114,-100,14,49.55470738,-0.008985879,-0.134930643,1.017971759,0
182,-108,866,35.2319236,0.140367861,0.019483939,1.838334947,0
42,-12,218,47.57562278,0.012622721,0.006364022,1.101916784,0
66,-26,38,48.04123711,0.098712446,0.03968254,1.081545064,0
-4,62,-192,55.43601359,-0.033707865,0.036848793,0.803881512,0
54,34,588,37.9705401,0.010775862,0.029023747,1.63362069,0
326,106,684,37.02579666,0.112704918,0.130120482,1.700819672,0
141,-11,609,40.03925417,0.062091503,0.035460993,1.49754902,0
110,12,338,42.88720539,0.048086359,0.0449521,1.331697743,0
102,-34,-294,54.71456062,0.03985932,0.02407932,0.827667057,0
20,-122,30,49.39418417,0.058053966,-0.040702314,1.024529845,0
7,83,-11,50.44751831,-0.061290323,0.073891626,0.982258065,0
-65,-25,-169,57.16709075,-0.029673591,-0.089108911,0.74925816,0
-10,-172,-356,58.92678034,0.06893617,-0.111111111,0.697021277,0
120,-102,546,37.43093923,0.136531365,0.006622517,1.671586716,0
61,49,33,48.56895056,0.010714286,0.092748735,1.058928571,0
125,-63,245,44.8464451,0.088180113,0.023646072,1.229831144,0
60,48,12,49.28229665,0.014563107,0.127358491,1.029126214,0
43,-23,91,40.77079108,0.164179104,0.034246575,1.452736318,0
-79,-7,1129,38.657826,-0.018711019,-0.014084507,1.586798337,0
56,-38,122,48.12883436,0.029955386,0.005322295,1.077756533,0
43,-183,1829,37.73964338,0.040142096,-0.015073213,1.64973357,0
1,-19,-245,64.06429392,0.017921147,-0.028753994,0.5609319,0
53,85,47,48.37144837,-0.022922636,0.09261745,1.067335244,0
21,37,143,43.8941076,-0.015564202,0.04414003,1.278210117,0
188,72,512,40.46199702,0.053406998,0.08135169,1.47145488,0
350,170,64,48.7012987,0.075,0.205696203,1.053333333,0
18,138,110,48.35032993,-0.037220844,0.045296167,1.068238213,0
-68,-82,614,37.70032051,0.007438895,-0.048231511,1.652497343,0
0,30,8,49.50372208,-0.037593985,0.036855037,1.020050125,0
-37,33,-45,55.61097257,-0.156950673,-0.011235955,0.798206278,0
-242,4,-644,64.03661726,-0.083730429,-0.144242424,0.561606535,0
39,21,-89,54.93895671,0.018181818,0.073891626,0.82020202,0
3,-107,483,44.5912654,0.027624309,-0.021018593,1.242591662,0
-128,48,-294,55.81027668,-0.062322946,-0.035778175,0.791784703,0
157,-63,497,43.79525593,0.062713797,0.020879609,1.283352338,0
144,-50,166,46.07007576,0.099691675,0.041264267,1.170606372,0
-46,64,-668,66.35651322,-0.040590406,0.013100437,0.50701107,0
-3,-47,-195,62.94820717,0.046413502,-0.089605735,0.588607595,0
-136,20,-566,63.96841066,-0.060185185,-0.079452055,0.563271605,0
29,5,-93,53.28621908,0.015915119,0.025718608,0.876657825,0
-75,-49,127,48.87670264,-0.004705031,-0.021453287,1.045964531,0
9,-35,233,40.36393714,0.045081967,-0.018030513,1.477459016,0
57,29,255,44.25416854,0.014256619,0.03476152,1.259674134,0
88,42,-190,61.30952381,0.044660194,0.2,0.631067961,0
-50,-72,166,46.12149533,0.011144883,-0.052905464,1.168186424,0
16,96,496,35.94104308,-0.063091483,0.049557522,1.782334385,0
52,54,166,46.79783951,-0.000824402,0.038433648,1.136850783,0
14,-220,-24,50.25740026,0.04993598,-0.044415696,0.989756722,0
-329,-73,-279,52.78054614,-0.048338369,-0.084845927,0.894637462,0
-101,137,-893,66.85541714,-0.067193676,0.020501139,0.495765104,0
-37,-65,339,42.76568502,0.013972056,-0.03803132,1.338323353,0
-63,-15,61,48.84162552,-0.018662519,-0.028953229,1.047433904,0
23,31,399,34.82889734,-0.008733624,0.031505251,1.871179039,0
138,-6,306,39.27068724,0.128571429,0.076212471,1.546428571,0
158,32,2510,35.69963537,0.020108522,0.016835017,1.801149058,0
66,106,-228,56.23632385,-0.019455253,0.1075,0.778210117,0
52,-34,-66,51.06041131,0.027061045,0.005909389,0.958464443,0
-34,58,-350,60.95118899,-0.047227926,0.019230769,0.640657084,0
164,154,234,47.76376147,0.0020008,0.058177827,1.093637455,0
-94,74,-334,60.83009079,-0.089552239,-0.016556291,0.643923241,0
-219,23,-327,59.31623932,-0.11623439,-0.137254902,0.685878963,0
35,65,-287,57.57255937,-0.013748854,0.062189055,0.736938588,0
108,66,470,40.84890966,0.020019066,0.057274523,1.448045758,0
29,-35,645,41.77505738,0.01953602,-0.00131406,1.393772894,0
85,47,67,43.76163873,0.080851064,0.218543046,1.285106383,0
-72,-158,520,42.44625218,0.029431896,-0.058051489,1.355920602,0
10,118,1374,41.92714454,-0.015134529,0.012950223,1.385089686,0
147,-43,379,42.73668072,0.085201794,0.03480589,1.339910314,0
-20,-82,752,41.98977418,0.015728057,-0.018729343,1.381532217,0
311,-355,325,48.51285806,0.062818336,-0.003910416,1.061309187,0
-19,53,-91,54.75444096,-0.06870229,0.03926097,0.826335878,0
19,-171,1397,37.65682983,0.044580009,-0.02154195,1.65556077,0
-18,46,-230,59.56738769,-0.044692737,0.028806584,0.67877095,0
73,11,251,42.14151534,0.046062407,0.045454545,1.372956909,0
76,-10,596,41.64329781,0.028956229,0.015857761,1.401346801,0
90,-76,84,45.65217391,0.188208617,0.013333333,1.19047619,0
-97,17,-129,59.93836672,-0.146529563,-0.153846154,0.668380463,0
3,-21,-149,61.16941529,0.029411765,-0.034749035,0.634803922,0
7,-143,319,42.55021018,0.082327113,-0.055284553,1.350164654,0
49,-49,117,44.53781513,0.102725367,0,1.245283019,0
-375,-131,-163,52.42199108,-0.069160998,-0.158026234,0.907596372,0
1,-13,-11,50.31126203,0.007874016,-0.006833713,0.987626547,0
-56,-210,272,47.08029197,0.035111719,-0.053955375,1.124031008,0
-8,-208,718,45.87261439,0.025062657,-0.022939677,1.179949875,0
147,-341,1327,38.21701296,0.1133829,-0.027881575,1.616635688,0
-41,-5,-365,54.66632575,-0.008419083,-0.012972363,0.829279701,0
181,-79,811,39.3597481,0.086666667,0.022068369,1.540666667,0
-53,47,117,47.16707022,-0.051334702,-0.002749771,1.120123203,0
51,31,263,44.75468688,0.008912656,0.029602888,1.234402852,0
127,99,249,43.900049,0.015625,0.098689956,1.277901786,0
60,-10,-240,59.85221675,0.048010974,0.051124744,0.670781893,0
76,132,-564,56.46788991,-0.011372868,0.054794521,0.770917953,0
-527,-407,791,44.72033106,-0.017910448,-0.112774692,1.236119403,0
33,-29,-173,62.55442671,0.071925754,0.007751938,0.598607889,0
-108,-98,254,40.74344023,-0.008944544,-0.126691267,1.454382826,0
171,-17,439,42.83382305,0.071646341,0.043974872,1.334603659,0
294,16,576,46.04286892,0.041480155,0.039470334,1.171888988,0
9,-141,99,47.45501285,0.081256771,-0.064579256,1.107258938,0
-15,-83,799,43.33611343,0.01308699,-0.014424492,1.307544265,0
