Z-Curve_X,Z-Curve_Y,Z-Curve_Z,gcContent,AT/GC,GC skew,AT skew,label
8,-6,-320,62.48049922,0.008739076,0.002079002,0.600499376,1
92,76,-466,57.89830508,0.004683841,0.06763285,0.727166276,1
166,190,-430,56.42558279,-0.006355932,0.122085048,0.772245763,1
267,45,-137,51.86903138,0.058390321,0.088435374,0.927932667,1
159,-1,137,47.03334777,0.073664825,0.064595258,1.126151013,1
29,71,-257,59.2246949,-0.025454545,0.088028169,0.688484848,1
149,117,-771,63.30686918,0.0087241,0.125117592,0.579607415,1
15,61,-911,61.4706623,-0.009422368,0.024836601,0.626792298,1
105,-55,-265,62.18951242,0.118343195,0.060827251,0.607988166,1
277,109,-619,59.904,0.044871795,0.154030327,0.669337607,1
21,93,-427,61.93404136,-0.032490975,0.083700441,0.614620939,1
